settlement_id,merchant_id,batch_date,total_transactions,total_amount,settled_amount,settlement_status
SET002903,MER0113,2025-05-04,1,917.14,892.5,VARIANCE
SET002904,MER0113,2025-05-11,5,7494.45,7271.3,VARIANCE
SET002905,MER0113,2025-05-18,2,1187.49,1177.63,VARIANCE
SET002906,MER0113,2025-05-25,7,4514.2,4442.4,VARIANCE
SET002907,MER0113,2025-06-01,3,1897.28,1890.24,VARIANCE
SET002908,MER0113,2025-06-08,3,619.34,618.83,MATCHED
SET002909,MER0113,2025-06-15,0,0.0,0.0,MATCHED
SET002910,MER0113,2025-06-22,4,3890.39,3796.95,VARIANCE
SET002911,MER0113,2025-06-29,3,1253.63,1237.59,VARIANCE
SET002912,MER0114,2025-01-05,4,2203.74,2139.03,VARIANCE
SET002913,MER0114,2025-01-12,4,3004.6,2923.55,VARIANCE
SET002914,MER0114,2025-01-19,4,582.16,565.99,VARIANCE
SET002915,MER0114,2025-01-26,2,892.54,873.73,VARIANCE
SET002916,MER0114,2025-02-02,3,1357.61,1334.86,VARIANCE
SET002917,MER0114,2025-02-09,3,1225.98,1196.41,VARIANCE
SET002918,MER0114,2025-02-16,3,1662.82,1647.23,VARIANCE
SET002919,MER0114,2025-02-23,2,4286.75,4255.73,VARIANCE
SET002920,MER0114,2025-03-02,1,776.58,772.68,VARIANCE
SET002921,MER0114,2025-03-09,3,1500.81,1480.39,VARIANCE
SET002922,MER0114,2025-03-16,4,2375.56,2358.05,VARIANCE
SET002923,MER0114,2025-03-23,3,2771.58,2754.61,VARIANCE
SET002924,MER0114,2025-03-30,2,2316.3,2297.42,VARIANCE
SET002925,MER0114,2025-04-06,5,2799.59,2742.26,VARIANCE
SET002926,MER0114,2025-04-13,3,882.67,871.42,VARIANCE
SET002927,MER0114,2025-04-20,0,0.0,0.0,MATCHED
SET002928,MER0114,2025-04-27,1,283.72,277.31,VARIANCE
SET002929,MER0114,2025-05-04,4,2705.55,2653.49,VARIANCE
SET002930,MER0114,2025-05-11,4,2598.01,2520.92,VARIANCE
SET002931,MER0114,2025-05-18,3,2532.31,2502.01,VARIANCE
SET002932,MER0114,2025-05-25,5,4476.25,4357.33,VARIANCE
SET002933,MER0114,2025-06-01,2,997.36,980.76,VARIANCE
SET002934,MER0114,2025-06-08,3,3871.29,3776.93,VARIANCE
SET002935,MER0114,2025-06-15,2,704.02,685.34,VARIANCE
SET002936,MER0114,2025-06-22,5,4282.61,4268.21,VARIANCE
SET002937,MER0115,2025-01-05,3,820.67,804.15,VARIANCE
SET002938,MER0115,2025-01-12,2,580.21,579.48,MATCHED
SET002939,MER0115,2025-01-19,1,248.98,247.02,VARIANCE
SET002940,MER0115,2025-01-26,4,9165.98,9052.59,VARIANCE
SET002941,MER0115,2025-02-02,2,1325.46,1304.95,VARIANCE
SET002942,MER0115,2025-02-09,5,3789.32,3749.44,VARIANCE
SET002943,MER0115,2025-02-16,0,0.0,0.0,MATCHED
SET002944,MER0115,2025-02-23,1,1159.17,1131.01,VARIANCE
SET002945,MER0115,2025-03-02,5,5195.04,5123.43,VARIANCE
SET002946,MER0115,2025-03-09,4,4820.69,4715.06,VARIANCE
SET002947,MER0115,2025-03-16,3,840.11,819.62,VARIANCE
SET002948,MER0115,2025-03-23,0,0.0,0.0,MATCHED
SET002949,MER0115,2025-03-30,0,0.0,0.0,MATCHED
SET002950,MER0115,2025-04-06,1,111.14,110.92,MATCHED
SET002951,MER0115,2025-04-13,1,102.41,100.67,VARIANCE
SET002952,MER0115,2025-04-20,3,633.25,617.57,VARIANCE
SET002953,MER0115,2025-04-27,3,4188.29,4084.86,VARIANCE
SET002954,MER0115,2025-05-04,5,9312.27,9118.57,VARIANCE
SET002955,MER0115,2025-05-11,1,331.91,325.65,VARIANCE
SET002956,MER0115,2025-05-18,3,3490.19,3478.04,VARIANCE
SET002957,MER0115,2025-05-25,0,0.0,0.0,MATCHED
SET002958,MER0115,2025-06-01,3,663.57,653.44,VARIANCE
SET002959,MER0115,2025-06-08,7,1632.97,1614.67,VARIANCE
SET002960,MER0115,2025-06-15,0,0.0,0.0,MATCHED
SET002961,MER0115,2025-06-22,2,1723.96,1691.41,VARIANCE
SET002962,MER0115,2025-06-29,2,2025.05,1991.04,VARIANCE
SET002963,MER0116,2025-01-05,1,200.75,195.12,VARIANCE
SET002964,MER0116,2025-01-12,2,627.58,614.51,VARIANCE
SET002965,MER0116,2025-01-19,1,86.83,85.71,VARIANCE
SET002966,MER0116,2025-01-26,4,1503.72,1485.81,VARIANCE
SET002967,MER0116,2025-02-02,1,499.27,488.28,VARIANCE
SET002968,MER0116,2025-02-09,3,2366.18,2300.34,VARIANCE
SET002969,MER0116,2025-02-16,5,3275.97,3233.8,VARIANCE
SET002970,MER0116,2025-02-23,6,3571.91,3481.34,VARIANCE
SET002971,MER0116,2025-03-02,3,1252.65,1215.22,VARIANCE
SET002972,MER0116,2025-03-09,5,4134.29,4129.76,VARIANCE
SET002973,MER0116,2025-03-16,2,615.7,610.74,VARIANCE
SET002974,MER0116,2025-03-23,0,0.0,0.0,MATCHED
SET002975,MER0116,2025-03-30,6,2399.32,2350.26,VARIANCE
SET002976,MER0116,2025-04-06,2,1295.67,1286.74,VARIANCE
SET002977,MER0116,2025-04-13,3,8540.38,8502.43,VARIANCE
SET002978,MER0116,2025-04-20,6,3256.09,3219.78,VARIANCE
SET002979,MER0116,2025-04-27,2,4098.72,3979.91,VARIANCE
SET002980,MER0116,2025-05-04,3,573.35,560.87,VARIANCE
SET002981,MER0116,2025-05-11,2,2310.17,2266.81,VARIANCE
SET002982,MER0116,2025-05-18,4,2201.3,2164.2,VARIANCE
SET002983,MER0116,2025-05-25,1,1276.1,1259.73,VARIANCE
SET002984,MER0116,2025-06-01,3,1024.02,999.0,VARIANCE
SET002985,MER0116,2025-06-08,0,0.0,0.0,MATCHED
SET002986,MER0116,2025-06-15,1,916.79,889.89,VARIANCE
SET002987,MER0116,2025-06-22,1,170.56,167.5,VARIANCE
SET002988,MER0116,2025-06-29,4,2998.93,2919.54,VARIANCE
SET002989,MER0117,2025-01-05,4,2041.83,1994.88,VARIANCE
SET002990,MER0117,2025-01-12,4,4176.6,4053.64,VARIANCE
SET002991,MER0117,2025-01-19,1,253.32,252.12,VARIANCE
SET002992,MER0117,2025-01-26,5,1834.02,1791.52,VARIANCE
SET002993,MER0117,2025-02-02,3,1777.11,1750.86,VARIANCE
SET002994,MER0117,2025-02-09,3,5597.66,5526.82,VARIANCE
SET002995,MER0117,2025-02-16,2,478.02,464.27,VARIANCE
SET002996,MER0117,2025-02-23,2,1430.7,1411.22,VARIANCE
SET002997,MER0117,2025-03-02,3,3188.76,3169.81,VARIANCE
SET002998,MER0117,2025-03-09,5,3772.45,3686.28,VARIANCE
SET002999,MER0117,2025-03-16,2,1255.4,1241.5,VARIANCE
SET003000,MER0117,2025-03-23,2,1083.66,1074.7,VARIANCE
SET003001,MER0117,2025-03-30,2,577.24,569.63,VARIANCE
SET003002,MER0117,2025-04-06,7,9318.62,9138.99,VARIANCE
SET003003,MER0117,2025-04-13,4,3147.38,3101.27,VARIANCE
SET003004,MER0117,2025-04-20,2,1772.24,1754.56,VARIANCE
SET003005,MER0117,2025-04-27,3,3456.45,3398.1,VARIANCE
SET003006,MER0117,2025-05-04,4,4860.96,4822.55,VARIANCE
SET003007,MER0117,2025-05-11,3,977.84,970.49,VARIANCE
SET003008,MER0117,2025-05-18,3,837.56,831.31,VARIANCE
SET003009,MER0117,2025-05-25,0,0.0,0.0,MATCHED
SET003010,MER0117,2025-06-01,3,1766.54,1721.29,VARIANCE
SET003011,MER0117,2025-06-08,1,514.47,501.72,VARIANCE
SET003012,MER0117,2025-06-15,3,817.63,800.37,VARIANCE
SET003013,MER0117,2025-06-22,3,502.63,496.03,VARIANCE
SET003014,MER0118,2025-01-05,3,4467.89,4341.81,VARIANCE
SET003015,MER0118,2025-01-12,2,1733.52,1697.67,VARIANCE
SET003016,MER0118,2025-01-19,4,2415.96,2354.17,VARIANCE
SET003017,MER0118,2025-01-26,1,1039.31,1024.82,VARIANCE
SET003018,MER0118,2025-02-02,4,3141.98,3066.66,VARIANCE
SET003019,MER0118,2025-02-09,3,1367.05,1359.78,VARIANCE
SET003020,MER0118,2025-02-16,3,1241.54,1206.64,VARIANCE
SET003021,MER0118,2025-02-23,2,1723.55,1690.29,VARIANCE
SET003022,MER0118,2025-03-02,2,483.89,480.22,VARIANCE
SET003023,MER0118,2025-03-09,2,1487.37,1479.96,VARIANCE
SET003024,MER0118,2025-03-16,2,1148.97,1128.0,VARIANCE
SET003025,MER0118,2025-03-23,3,766.39,765.08,VARIANCE
SET003026,MER0118,2025-03-30,2,369.68,368.33,VARIANCE
SET003027,MER0118,2025-04-06,2,763.7,753.68,VARIANCE
SET003028,MER0118,2025-04-13,3,2804.5,2748.15,VARIANCE
SET003029,MER0118,2025-04-20,1,1333.44,1301.15,VARIANCE
SET003030,MER0118,2025-04-27,5,3834.55,3798.77,VARIANCE
SET003031,MER0118,2025-05-04,4,1410.39,1370.61,VARIANCE
SET003032,MER0118,2025-05-11,4,2089.85,2067.86,VARIANCE
SET003033,MER0118,2025-05-18,5,2183.08,2132.61,VARIANCE
SET003034,MER0118,2025-05-25,1,166.04,161.99,VARIANCE
SET003035,MER0118,2025-06-01,2,1156.32,1142.99,VARIANCE
SET003036,MER0118,2025-06-08,2,772.34,758.22,VARIANCE
SET003037,MER0118,2025-06-15,3,3303.13,3209.65,VARIANCE
SET003038,MER0118,2025-06-22,1,465.41,453.52,VARIANCE
SET003039,MER0118,2025-06-29,2,1023.02,1016.57,VARIANCE
SET003040,MER0119,2025-01-05,1,779.92,765.62,VARIANCE
SET003041,MER0119,2025-01-12,2,461.74,458.69,VARIANCE
SET003042,MER0119,2025-01-19,2,1729.45,1709.63,VARIANCE
SET003043,MER0119,2025-01-26,4,1318.64,1279.2,VARIANCE
SET003044,MER0119,2025-02-02,3,2558.31,2507.83,VARIANCE
SET003045,MER0119,2025-02-09,5,10301.8,10178.17,VARIANCE
SET003046,MER0119,2025-02-16,3,3249.5,3175.81,VARIANCE
SET003047,MER0119,2025-02-23,2,339.39,330.56,VARIANCE
SET003048,MER0119,2025-03-02,1,388.95,388.95,MATCHED
SET003049,MER0119,2025-03-09,5,1352.54,1325.12,VARIANCE
SET003050,MER0119,2025-03-16,3,3527.52,3491.41,VARIANCE
SET003051,MER0119,2025-03-23,2,1576.3,1549.88,VARIANCE
SET003052,MER0119,2025-03-30,2,775.25,774.99,MATCHED
SET003053,MER0119,2025-04-06,3,3617.43,3533.55,VARIANCE
SET003054,MER0119,2025-04-13,8,5471.55,5312.56,VARIANCE
SET003055,MER0119,2025-04-20,3,2639.17,2611.41,VARIANCE
SET003056,MER0119,2025-04-27,4,1945.62,1927.73,VARIANCE
SET003057,MER0119,2025-05-04,2,1773.05,1764.29,VARIANCE
SET003058,MER0119,2025-05-11,3,1317.07,1281.93,VARIANCE
SET003059,MER0119,2025-05-18,3,788.27,768.79,VARIANCE
SET003060,MER0119,2025-05-25,4,3279.27,3227.56,VARIANCE
SET003061,MER0119,2025-06-01,1,683.73,668.93,VARIANCE
SET003062,MER0119,2025-06-08,4,3526.73,3434.61,VARIANCE
SET003063,MER0119,2025-06-15,2,3057.53,2978.74,VARIANCE
SET003064,MER0119,2025-06-22,1,253.36,246.09,VARIANCE
SET003065,MER0119,2025-06-29,2,585.32,575.28,VARIANCE
SET003066,MER0120,2025-01-12,3,2174.01,2117.56,VARIANCE
SET003067,MER0120,2025-01-19,1,228.85,222.18,VARIANCE
SET003068,MER0120,2025-01-26,4,2983.71,2902.71,VARIANCE
SET003069,MER0120,2025-02-02,1,352.45,349.31,VARIANCE
SET003070,MER0120,2025-02-09,2,340.61,336.99,VARIANCE
SET003071,MER0120,2025-02-16,0,0.0,0.0,MATCHED
SET003072,MER0120,2025-02-23,1,121.13,120.42,MATCHED
SET003073,MER0120,2025-03-02,3,1772.3,1721.51,VARIANCE
SET003074,MER0120,2025-03-09,3,1767.34,1736.48,VARIANCE
SET003075,MER0120,2025-03-16,0,0.0,0.0,MATCHED
SET003076,MER0120,2025-03-23,2,627.83,609.99,VARIANCE
SET003077,MER0120,2025-03-30,6,1823.32,1776.77,VARIANCE
SET003078,MER0120,2025-04-06,5,2920.85,2875.26,VARIANCE
SET003079,MER0120,2025-04-13,1,4429.19,4342.93,VARIANCE
SET003080,MER0120,2025-04-20,0,0.0,0.0,MATCHED
SET003081,MER0120,2025-04-27,5,11813.84,11756.94,VARIANCE
SET003082,MER0120,2025-05-04,5,1488.81,1479.47,VARIANCE
SET003083,MER0120,2025-05-11,0,0.0,0.0,MATCHED
SET003084,MER0120,2025-05-18,1,998.14,980.67,VARIANCE
SET003085,MER0120,2025-05-25,2,1021.45,1007.86,VARIANCE
SET003086,MER0120,2025-06-01,4,6544.59,6446.43,VARIANCE
SET003087,MER0120,2025-06-08,3,3036.47,2997.21,VARIANCE
SET003088,MER0120,2025-06-15,1,4822.27,4723.96,VARIANCE
SET003089,MER0120,2025-06-22,2,1262.93,1255.92,VARIANCE
SET003090,MER0120,2025-06-29,1,93.15,91.81,VARIANCE
SET003091,MER0121,2025-01-05,3,1588.56,1552.16,VARIANCE
SET003092,MER0121,2025-01-12,2,1024.06,1011.31,VARIANCE
SET003093,MER0121,2025-01-19,0,0.0,0.0,MATCHED
SET003094,MER0121,2025-01-26,4,1992.35,1962.37,VARIANCE
SET003095,MER0121,2025-02-02,2,786.21,770.28,VARIANCE
SET003096,MER0121,2025-02-09,6,2814.88,2776.38,VARIANCE
SET003097,MER0121,2025-02-16,3,2063.77,2044.58,VARIANCE
SET003098,MER0121,2025-02-23,0,0.0,0.0,MATCHED
SET003099,MER0121,2025-03-02,1,588.07,586.06,VARIANCE
SET003100,MER0121,2025-03-09,2,1568.99,1541.19,VARIANCE
SET003101,MER0121,2025-03-16,3,943.09,926.64,VARIANCE
SET003102,MER0121,2025-03-23,3,1156.32,1139.64,VARIANCE
SET003103,MER0121,2025-03-30,4,1193.12,1184.52,VARIANCE
SET003104,MER0121,2025-04-06,0,0.0,0.0,MATCHED
SET003105,MER0121,2025-04-13,2,964.34,940.72,VARIANCE
SET003106,MER0121,2025-04-20,4,3720.96,3663.83,VARIANCE
SET003107,MER0121,2025-04-27,3,448.43,435.19,VARIANCE
SET003108,MER0121,2025-05-04,3,2004.36,1970.37,VARIANCE
SET003109,MER0121,2025-05-11,1,74.54,72.59,VARIANCE
SET003110,MER0121,2025-05-18,5,1950.21,1903.34,VARIANCE
SET003111,MER0121,2025-05-25,3,3224.41,3163.03,VARIANCE
SET003112,MER0121,2025-06-01,3,6766.52,6745.39,VARIANCE
SET003113,MER0121,2025-06-08,2,859.28,849.27,VARIANCE
SET003114,MER0121,2025-06-15,3,3672.91,3593.59,VARIANCE
SET003115,MER0121,2025-06-22,1,212.94,210.63,VARIANCE
SET003116,MER0121,2025-06-29,2,-1420.7,-1399.81,VARIANCE
SET003117,MER0122,2025-01-05,4,1171.96,1136.87,VARIANCE
SET003118,MER0122,2025-01-12,2,373.85,367.57,VARIANCE
SET003119,MER0122,2025-01-19,1,153.62,152.25,VARIANCE
SET003120,MER0122,2025-01-26,4,1093.76,1087.43,VARIANCE
SET003121,MER0122,2025-02-02,1,189.52,189.32,MATCHED
SET003122,MER0122,2025-02-09,2,4423.59,4293.13,VARIANCE
SET003123,MER0122,2025-02-16,2,758.23,747.17,VARIANCE
SET003124,MER0122,2025-02-23,3,3275.86,3214.97,VARIANCE
SET003125,MER0122,2025-03-02,2,2113.73,2078.54,VARIANCE
SET003126,MER0122,2025-03-09,4,2690.05,2675.49,VARIANCE
SET003127,MER0122,2025-03-16,4,4877.94,4795.55,VARIANCE
SET003128,MER0122,2025-03-23,2,406.45,400.88,VARIANCE
SET003129,MER0122,2025-03-30,2,967.56,960.57,VARIANCE
SET003130,MER0122,2025-04-06,4,1605.23,1598.92,VARIANCE
SET003131,MER0122,2025-04-13,3,3762.43,3715.45,VARIANCE
SET003132,MER0122,2025-04-20,2,230.34,227.07,VARIANCE
SET003133,MER0122,2025-04-27,6,5106.94,4969.23,VARIANCE
SET003134,MER0122,2025-05-04,3,1514.61,1486.27,VARIANCE
SET003135,MER0122,2025-05-11,3,1897.96,1851.87,VARIANCE
SET003136,MER0122,2025-05-18,5,5307.95,5271.72,VARIANCE
SET003137,MER0122,2025-05-25,3,2734.91,2707.93,VARIANCE
SET003138,MER0122,2025-06-01,1,722.84,704.1,VARIANCE
SET003139,MER0122,2025-06-08,1,488.15,481.99,VARIANCE
SET003140,MER0122,2025-06-15,2,4235.75,4219.76,VARIANCE
SET003141,MER0122,2025-06-22,3,1303.39,1297.46,VARIANCE
SET003142,MER0122,2025-06-29,3,2680.98,2630.82,VARIANCE
SET003143,MER0123,2025-01-05,2,1420.49,1393.49,VARIANCE
SET003144,MER0123,2025-01-12,0,0.0,0.0,MATCHED
SET003145,MER0123,2025-01-19,3,2068.35,2032.23,VARIANCE
SET003146,MER0123,2025-01-26,1,439.74,439.4,MATCHED
SET003147,MER0123,2025-02-02,5,10632.01,10584.73,VARIANCE
SET003148,MER0123,2025-02-09,4,1176.0,1172.24,VARIANCE
SET003149,MER0123,2025-02-16,2,654.32,654.32,MATCHED
SET003150,MER0123,2025-02-23,1,369.59,359.67,VARIANCE
SET003151,MER0123,2025-03-02,2,2422.32,2418.41,VARIANCE
SET003152,MER0123,2025-03-09,5,3457.04,3390.8,VARIANCE
SET003153,MER0123,2025-03-16,4,1673.09,1636.01,VARIANCE
SET003154,MER0123,2025-03-23,3,1224.73,1210.07,VARIANCE
SET003155,MER0123,2025-03-30,1,184.43,181.1,VARIANCE
SET003156,MER0123,2025-04-06,4,5132.58,5010.81,VARIANCE
SET003157,MER0123,2025-04-13,0,0.0,0.0,MATCHED
SET003158,MER0123,2025-04-20,4,2131.98,2079.72,VARIANCE
SET003159,MER0123,2025-04-27,2,212.02,206.19,VARIANCE
SET003160,MER0123,2025-05-04,3,3189.59,3131.49,VARIANCE
SET003161,MER0123,2025-05-11,3,6938.43,6901.96,VARIANCE
SET003162,MER0123,2025-05-18,1,151.04,150.16,MATCHED
SET003163,MER0123,2025-05-25,5,3275.9,3222.25,VARIANCE
SET003164,MER0123,2025-06-01,1,376.05,369.33,VARIANCE
SET003165,MER0123,2025-06-08,4,10275.46,10010.19,VARIANCE
SET003166,MER0123,2025-06-15,2,611.64,607.93,VARIANCE
SET003167,MER0123,2025-06-22,1,492.72,489.14,VARIANCE
SET003168,MER0123,2025-06-29,3,2832.17,2765.71,VARIANCE
SET003169,MER0124,2025-01-05,2,776.97,769.25,VARIANCE
SET003170,MER0124,2025-01-12,3,2526.51,2518.37,VARIANCE
SET003171,MER0124,2025-01-19,0,0.0,0.0,MATCHED
SET003172,MER0124,2025-01-26,4,1844.56,1802.03,VARIANCE
SET003173,MER0124,2025-02-02,1,227.87,226.12,VARIANCE
SET003174,MER0124,2025-02-09,2,2253.02,2227.54,VARIANCE
SET003175,MER0124,2025-02-16,3,3064.12,3008.47,VARIANCE
SET003176,MER0124,2025-02-23,3,1547.49,1501.27,VARIANCE
SET003177,MER0124,2025-03-02,1,855.4,838.05,VARIANCE
SET003178,MER0124,2025-03-09,2,774.61,767.74,VARIANCE
SET003179,MER0124,2025-03-16,5,3703.05,3612.74,VARIANCE
SET003180,MER0124,2025-03-23,1,593.45,584.21,VARIANCE
SET003181,MER0124,2025-03-30,0,0.0,0.0,MATCHED
SET003182,MER0124,2025-04-06,2,623.6,611.4,VARIANCE
SET003183,MER0124,2025-04-13,0,0.0,0.0,MATCHED
SET003184,MER0124,2025-04-20,4,860.33,851.97,VARIANCE
SET003185,MER0124,2025-04-27,2,1325.73,1313.22,VARIANCE
SET003186,MER0124,2025-05-04,1,1170.75,1157.0,VARIANCE
SET003187,MER0124,2025-05-11,5,3370.47,3361.11,VARIANCE
SET003188,MER0124,2025-05-18,2,588.62,577.52,VARIANCE
SET003189,MER0124,2025-05-25,2,1760.52,1734.65,VARIANCE
SET003190,MER0124,2025-06-01,3,2750.0,2704.81,VARIANCE
SET003191,MER0124,2025-06-08,3,1646.01,1638.88,VARIANCE
SET003192,MER0124,2025-06-15,4,2520.99,2470.32,VARIANCE
SET003193,MER0124,2025-06-22,1,566.22,553.32,VARIANCE
SET003194,MER0124,2025-06-29,3,2779.35,2726.68,VARIANCE
SET003195,MER0125,2025-01-05,2,612.13,608.9,VARIANCE
SET003196,MER0125,2025-01-12,2,6543.41,6492.95,VARIANCE
SET003197,MER0125,2025-01-19,0,0.0,0.0,MATCHED
SET003198,MER0125,2025-01-26,2,445.83,443.38,VARIANCE
SET003199,MER0125,2025-02-02,1,473.66,473.48,MATCHED
SET003200,MER0125,2025-02-09,1,1937.89,1899.34,VARIANCE
SET003201,MER0125,2025-02-16,1,976.61,970.44,VARIANCE
SET003202,MER0125,2025-02-23,6,2020.9,2002.3,VARIANCE
SET003203,MER0125,2025-03-02,4,3155.0,3118.68,VARIANCE
SET003204,MER0125,2025-03-09,4,4245.13,4147.31,VARIANCE
SET003205,MER0125,2025-03-16,2,5950.25,5771.91,VARIANCE
SET003206,MER0125,2025-03-23,3,6590.77,6564.71,VARIANCE
SET003207,MER0125,2025-03-30,3,921.67,903.19,VARIANCE
SET003208,MER0125,2025-04-06,1,233.57,232.33,VARIANCE
SET003209,MER0125,2025-04-13,0,0.0,0.0,MATCHED
SET003210,MER0125,2025-04-20,2,2197.59,2188.15,VARIANCE
SET003211,MER0125,2025-04-27,2,724.76,718.95,VARIANCE
SET003212,MER0125,2025-05-04,3,347.09,344.24,VARIANCE
SET003213,MER0125,2025-05-11,5,4671.46,4646.24,VARIANCE
SET003214,MER0125,2025-05-18,4,9660.27,9643.46,VARIANCE
SET003215,MER0125,2025-05-25,1,871.53,869.43,VARIANCE
SET003216,MER0125,2025-06-01,5,2421.49,2412.75,VARIANCE
SET003217,MER0125,2025-06-08,6,2212.87,2167.84,VARIANCE
SET003218,MER0125,2025-06-15,1,978.17,975.85,VARIANCE
SET003219,MER0125,2025-06-22,1,429.62,417.91,VARIANCE
SET003220,MER0125,2025-06-29,1,192.83,188.11,VARIANCE
SET003221,MER0126,2025-01-05,3,2648.41,2637.84,VARIANCE
SET003222,MER0126,2025-01-12,2,415.38,409.73,VARIANCE
SET003223,MER0126,2025-01-19,4,4769.6,4763.0,VARIANCE
SET003224,MER0126,2025-01-26,0,0.0,0.0,MATCHED
SET003225,MER0126,2025-02-02,3,4897.96,4760.74,VARIANCE
SET003226,MER0126,2025-02-09,4,5454.97,5315.84,VARIANCE
SET003227,MER0126,2025-02-16,2,589.07,587.01,VARIANCE
SET003228,MER0126,2025-02-23,3,2874.92,2858.39,VARIANCE
SET003229,MER0126,2025-03-02,3,499.07,490.51,VARIANCE
SET003230,MER0126,2025-03-09,3,2200.93,2178.07,VARIANCE
SET003231,MER0126,2025-03-16,3,1522.88,1478.85,VARIANCE
SET003232,MER0126,2025-03-23,3,2284.26,2279.92,VARIANCE
SET003233,MER0126,2025-03-30,3,1483.03,1451.14,VARIANCE
SET003234,MER0126,2025-04-06,5,4506.61,4398.35,VARIANCE
SET003235,MER0126,2025-04-13,2,1116.84,1099.63,VARIANCE
SET003236,MER0126,2025-04-20,1,583.86,574.72,VARIANCE
SET003237,MER0126,2025-04-27,3,2139.21,2106.33,VARIANCE
SET003238,MER0126,2025-05-04,1,817.04,810.15,VARIANCE
SET003239,MER0126,2025-05-11,2,526.13,513.25,VARIANCE
SET003240,MER0126,2025-05-18,2,1584.41,1574.69,VARIANCE
SET003241,MER0126,2025-05-25,3,2663.83,2609.92,VARIANCE
SET003242,MER0126,2025-06-01,2,2199.32,2159.68,VARIANCE
SET003243,MER0126,2025-06-08,4,1397.41,1393.09,VARIANCE
SET003244,MER0126,2025-06-15,2,1624.29,1611.58,VARIANCE
SET003245,MER0126,2025-06-22,5,9773.24,9693.58,VARIANCE
SET003246,MER0126,2025-06-29,3,5167.63,5135.65,VARIANCE
SET003247,MER0127,2025-01-05,2,549.47,539.96,VARIANCE
SET003248,MER0127,2025-01-12,1,302.26,296.34,VARIANCE
SET003249,MER0127,2025-01-19,1,1825.19,1799.05,VARIANCE
SET003250,MER0127,2025-01-26,4,1919.3,1910.55,VARIANCE
SET003251,MER0127,2025-02-02,2,1715.25,1672.75,VARIANCE
SET003252,MER0127,2025-02-09,0,0.0,0.0,MATCHED
SET003253,MER0127,2025-02-16,5,1342.69,1321.54,VARIANCE
SET003254,MER0127,2025-02-23,3,6867.6,6856.12,VARIANCE
SET003255,MER0127,2025-03-02,1,682.64,676.69,VARIANCE
SET003256,MER0127,2025-03-09,3,553.2,551.91,VARIANCE
SET003257,MER0127,2025-03-16,3,3127.72,3072.68,VARIANCE
SET003258,MER0127,2025-03-23,2,916.37,901.57,VARIANCE
SET003259,MER0127,2025-03-30,2,1021.85,998.84,VARIANCE
SET003260,MER0127,2025-04-06,1,570.4,556.84,VARIANCE
SET003261,MER0127,2025-04-13,1,291.28,285.28,VARIANCE
SET003262,MER0127,2025-04-20,3,4249.09,4148.85,VARIANCE
SET003263,MER0127,2025-04-27,1,453.22,448.13,VARIANCE
SET003264,MER0127,2025-05-04,6,4033.04,3980.86,VARIANCE
SET003265,MER0127,2025-05-11,4,3780.37,3750.56,VARIANCE
SET003266,MER0127,2025-05-18,2,570.48,566.21,VARIANCE
SET003267,MER0127,2025-05-25,3,2566.12,2563.83,VARIANCE
SET003268,MER0127,2025-06-01,2,1011.85,997.51,VARIANCE
SET003269,MER0127,2025-06-08,1,454.62,449.38,VARIANCE
SET003270,MER0127,2025-06-15,0,0.0,0.0,MATCHED
SET003271,MER0127,2025-06-22,0,0.0,0.0,MATCHED
SET003272,MER0127,2025-06-29,2,2375.99,2329.0,VARIANCE
SET003273,MER0128,2025-01-05,1,1752.79,1716.5,VARIANCE
SET003274,MER0128,2025-01-12,4,3066.71,3005.28,VARIANCE
SET003275,MER0128,2025-01-19,4,2824.06,2782.43,VARIANCE
SET003276,MER0128,2025-01-26,2,1701.57,1673.21,VARIANCE
SET003277,MER0128,2025-02-02,2,1770.06,1746.01,VARIANCE
SET003278,MER0128,2025-02-09,3,2874.78,2846.23,VARIANCE
SET003279,MER0128,2025-02-16,3,4002.96,4001.44,VARIANCE
SET003280,MER0128,2025-02-23,1,1698.1,1676.87,VARIANCE
SET003281,MER0128,2025-03-02,5,4438.1,4436.91,VARIANCE
SET003282,MER0128,2025-03-09,0,0.0,0.0,MATCHED
SET003283,MER0128,2025-03-16,5,11691.7,11554.43,VARIANCE
SET003284,MER0128,2025-03-23,2,4222.46,4169.51,VARIANCE
SET003285,MER0128,2025-03-30,3,7860.35,7730.86,VARIANCE
SET003286,MER0128,2025-04-06,4,1632.37,1605.9,VARIANCE
SET003287,MER0128,2025-04-13,5,5086.08,4969.56,VARIANCE
SET003288,MER0128,2025-04-20,1,89.36,89.31,MATCHED
SET003289,MER0128,2025-04-27,2,6710.46,6524.23,VARIANCE
SET003290,MER0128,2025-05-04,2,1952.37,1941.03,VARIANCE
SET003291,MER0128,2025-05-11,2,1152.34,1134.34,VARIANCE
SET003292,MER0128,2025-05-18,2,1630.28,1598.31,VARIANCE
SET003293,MER0128,2025-05-25,4,2127.78,2083.55,VARIANCE
SET003294,MER0128,2025-06-01,2,2301.54,2297.81,VARIANCE
SET003295,MER0128,2025-06-08,1,794.44,778.6,VARIANCE
SET003296,MER0128,2025-06-15,2,557.89,550.83,VARIANCE
SET003297,MER0128,2025-06-22,2,1182.05,1161.34,VARIANCE
SET003298,MER0128,2025-06-29,3,6830.08,6760.79,VARIANCE
SET003299,MER0129,2025-01-12,5,7337.11,7239.72,VARIANCE
